Row.ID	Name.of.Covered.Entity	State	Covered.Entity.Type	Individuals.Affected	Breach.Submission.Date	Type.of.Breach	Business.Associate.Present	Category
513	Health Texas Provider Network - Cardiovascular Consultants of North Texas	TX	Healthcare Provider	2462	7/5/2012	Unauthorized Access/Disclosure	FALSE	ELEC
514	SwedishAmerican Health System	IL	Healthcare Provider	1500	7/12/2012	Theft	FALSE	HARD
515	"Patterson Dental, Inc."	MN	Business Associate	2533	7/13/2012	"Loss, Unauthorized Access/Disclosure, Unknown"	TRUE	OELE
516	Visiting Nurse Services of Iowa	IA	Healthcare Provider	1298	7/16/2012	Theft	FALSE	HARD
517	Molalla Family Dental	OR	Healthcare Provider	4354	7/16/2012	"Hacking/IT Incident, Other, Unauthorized Access/Disclosure"	FALSE	ELEC
518	Pamlico Medical Equipment LLC	NC	Healthcare Provider	2917	7/17/2012	Loss	FALSE	OELE
519	Beth Israel Deaconess Medical Center	MA	Healthcare Provider	3900	7/20/2012	Theft	FALSE	ELEC
520	NYU School of Medicine Faculty Group Practice	NY	Healthcare Provider	8488	7/23/2012	Theft	FALSE	ELEC
521	"The Surgeons of Lake County, LLC"	IL	Healthcare Provider	7067	7/25/2012	Other	FALSE	ELEC
522	Kindred Healthcare Inc d/b/a Kindred Transitional Care and Rehabilitation-Sellersburg	IN	Healthcare Provider	1504	7/25/2012	Theft	FALSE	OTHE
523	Jeffrey Paul Edelstein M.D.	AZ	Healthcare Provider	4800	7/27/2012	Theft	FALSE	ELEC
524	Northwestern Memorial Hospital	IL	Healthcare Provider	4211	7/27/2012	Theft	FALSE	OELE
525	Walgreen Co.	IL	Healthcare Provider	1240	7/30/2012	Theft	FALSE	HARD
526	EMC	CT	Business Associate	7461	7/30/2012	Theft	TRUE	ELEC
527	Oregon Health & Science University	OR	Healthcare Provider	702	7/31/2012	Theft	FALSE	OTHE
528	Stanford Hospital & Clinics and School of Medicine	CA	Healthcare Provider	2300	8/3/2012	Theft	FALSE	ELEC
529	Harris County Hospital District	TX	Healthcare Provider	2875	8/3/2012	Theft	FALSE	ELEC
530	"Siemens Medical Solutions, USA"	PA	Business Associate	66601	8/10/2012	Theft	TRUE	ELEC
531	TEMPLE COMMUNITY HOSPITAL	CA	Healthcare Provider	603	8/15/2012	Theft	FALSE	ELEC
532	Memorial Healthcare System	FL	Healthcare Provider	105646	8/16/2012	Theft	FALSE	ELEC
533	"Liberty Resources, Inc."	PA	Healthcare Provider	3183	8/17/2012	Theft	FALSE	ELEC
534	The University of Texas MD Anderson Cancer Center	TX	Healthcare Provider	2264	8/17/2012	Loss	FALSE	OELE
535	Central States Southeast and Siouthwest Areas Health & Welfare Fund	IL	Health Plan	754	8/21/2012	"Other, Unauthorized Access/Disclosure"	FALSE	HARD
536	LANA MEDICAL CARE	FL	Healthcare Provider	500	8/28/2012	Theft	FALSE	ELEC
537	"Cancer Care Group, P.C."	IN	Healthcare Provider	55000	8/28/2012	Theft	FALSE	OELE
538	Tricounty Behavioral Health Clinic	GA	Healthcare Provider	4000	8/31/2012	Theft	FALSE	ELEC
539	Sierra Plastic Surgery	NV	Healthcare Provider	800	9/5/2012	"Hacking/IT Incident, Unauthorized Access/Disclosure"	FALSE	ELEC
540	"Charlotte Clark-Neitzel, MD"	WA	Healthcare Provider	942	9/7/2012	Theft	FALSE	ELEC
541	University of Miami	FL	Healthcare Provider	64846	9/7/2012	"Other, Unauthorized Access/Disclosure"	FALSE	HARD
542	University of New Mexico Health Sciences Center	NM	Healthcare Provider	2365	9/12/2012	Hacking/IT Incident	FALSE	ELEC
543	"Valley Plastic Surgery, P.C."	VA	Healthcare Provider	4873	9/13/2012	Theft	FALSE	OELE
544	"Ecco Health, LLC"	NV	Business Associate	5713	9/14/2012	Loss	TRUE	OELE
545	"BHcare, Inc"	CT	Healthcare Provider	5827	9/14/2012	Theft	FALSE	OELE
546	The Feinstein Institute for Medical Research	NY	Healthcare Provider	13000	9/14/2012	Theft	FALSE	ELEC
547	"St. Therese Medical Group, Inc"	CA	Healthcare Provider	3031	9/17/2012	Theft	FALSE	ELEC
548	"Cabinet for Health and Family Services, Department for Community Based Services (Protection and Permanency)"	KY	Health Plan	2500	9/19/2012	Unauthorized Access/Disclosure	FALSE	EM
549	"PST Services, Inc"	GA	Business Associate	13074	10/8/2012	Improper Disposal	TRUE	HARD
550	"Apria Healthcare, Inc."	CA	Healthcare Provider	65700	10/10/2012	Theft	FALSE	ELEC
551	"Alexander J. Tikhtman, M.D."	KY	Healthcare Provider	2376	10/12/2012	Theft	FALSE	OELE
552	Gulf Coast Health Care Services Inc	FL	Healthcare Provider	13000	10/15/2012	"Hacking/IT Incident, Theft, Unauthorized Access/Disclosure"	FALSE	ELEC
553	"Blount Memorial Hospital, Inc"	TN	Healthcare Provider	27799	10/17/2012	Theft	FALSE	ELEC
554	"Alere Home Monitoring, Inc"	CA	Healthcare Provider	116506	10/18/2012	Theft	FALSE	ELEC
555	"Coastal home Respiratory, LLP"	GA	Healthcare Provider	3440	10/18/2012	Theft	FALSE	OTHE
556	"Philip P Corneliuson, DDS, INC."	CA	Healthcare Provider	980	10/22/2012	Theft	FALSE	ELEC
557	"First Step Counseling, Inc."	NJ	Healthcare Provider	638	10/23/2012	Theft	FALSE	HARD
558	"Logan Community Resources, Inc."	IN	Healthcare Provider	2900	10/23/2012	Hacking/IT Incident	FALSE	ELEC
559	CVS Caremark	RI	Healthcare Provider	955	10/26/2012	Theft	FALSE	HARD
560	Memorial Hospital	OH	Healthcare Provider	500	10/29/2012	Improper Disposal	FALSE	HARD
561	QUANTERION SOLUTIONS INC	NY	Business Associate	1017	11/1/2012	Theft	TRUE	ELEC
562	"University of Illinois, College of Nursing"	IL	Business Associate	508	11/2/2012	Theft	TRUE	HARD
563	Miami Beach Healthcare Group Ltd. dba Aventura Hospital and Medical Center	FL	Healthcare Provider	2560	11/5/2012	Theft	FALSE	ELEC
564	"WYATT DENTAL GROUP, LLC"	LA	Healthcare Provider	10271	11/5/2012	"Theft, Unauthorized Access/Disclosure"	FALSE	ELEC
565	Women & Infants Hospital of Rhode Island	RI	Healthcare Provider	14004	11/5/2012	Loss	FALSE	OTHE
566	Memorial Health System	CO	Healthcare Provider	6262	11/7/2012	Loss	FALSE	HARD
567	CHRISTUS St. John Hospital	TX	Healthcare Provider	5748	11/16/2012	Loss	FALSE	OELE
568	L.A. Care Health Plan	CA	Health Plan	18000	11/17/2012	Other	FALSE	OTHE
569	"Hawaii State Department of Health, Adult Mental Health Division"	HI	Healthcare Provider	674	11/20/2012	Hacking/IT Incident	FALSE	ELEC
570	"Soundental Associates, PC"	CT	Healthcare Provider	14511	11/21/2012	Theft	FALSE	OELE
571	"Original Medicine Acupuncture & Wellness, LLC"	NM	Healthcare Provider	540	11/21/2012	Theft	FALSE	ELEC
572	Brigham and Women's Hospital	MA	Healthcare Provider	615	11/26/2012	Theft	FALSE	ELEC
573	"Advantage Health Solutions, Inc."	IN	Business Associate	2575	11/26/2012	Other	TRUE	OTHE
574	"James M. McGee, D.M.D., P.C."	GA	Healthcare Provider	1306	11/27/2012	Theft	FALSE	HARD
575	Robbins Eye Center PC	CT	Healthcare Provider	1749	11/28/2012	Theft	FALSE	ELEC
576	"Advanced Data Processing, Inc."	FL	Healthcare Clearing House	10000	11/29/2012	Theft	FALSE	ELEC
577	Cuyahoga County Board of Developmental Disabilities	OH	Healthcare Provider	613	11/29/2012	Theft	FALSE	ELEC
578	Blue Cross Blue Shield	IL	Business Associate	500	11/29/2012	Unauthorized Access/Disclosure	TRUE	ELEC
579	Vidant Pungo Hospital	NC	Healthcare Provider	1100	11/29/2012	Improper Disposal	FALSE	HARD
580	County of San Bernardino Department of Public Heatlh	CA	Healthcare Provider	1370	11/29/2012	Unauthorized Access/Disclosure	FALSE	HARD
581	ADPI-West	CA	Business Associate	1500	11/29/2012	"Theft, Unauthorized Access/Disclosure"	TRUE	ELEC
582	Landmark Medical Center	RI	Healthcare Provider	683	11/30/2012	Theft	FALSE	ELEC
583	University of Virginia Medical Center	VA	Healthcare Provider	1846	11/30/2012	Loss	FALSE	OELE
584	Carolinas Medical Center - Randolph	NC	Healthcare Provider	5600	12/7/2012	Hacking/IT Incident	FALSE	EM
585	"Coastal Behavioral Healthcare, Inc."	FL	Healthcare Provider	4907	12/7/2012	Theft	FALSE	HARD
586	"CCS Medical, Inc."	TX	Healthcare Provider	6601	12/10/2012	Unauthorized Access/Disclosure	FALSE	OELE
587	Columbia University Medical Center and NewYork-Presbyterian Hospital	NY	Healthcare Provider	4929	12/14/2012	Theft	FALSE	ELEC
588	Health Advantage	AR	Health Plan	2863	12/20/2012	Other	FALSE	HARD
589	Westerville Dental Center	OH	Healthcare Provider	850	12/20/2012	Theft	FALSE	ELEC
590	"HealthPlus, Amerigroup"	NY	Business Associate	28187	12/21/2012	Unauthorized Access/Disclosure	TRUE	OTHE
591	"Center for Orthopedic Research and Education, Inc."	AZ	Healthcare Provider	35488	12/21/2012	Theft	FALSE	HARD
592	Calif. Dept. of Health Care Services (DHCS)	CA	Health Plan	2643	12/23/2012	Unauthorized Access/Disclosure	FALSE	OTHE
593	Richard Switzer MD PC	MI	Healthcare Provider	4100	12/23/2012	Other	FALSE	ELEC
594	Gibson General Hospital	IN	Healthcare Provider	28893	12/26/2012	Theft	FALSE	ELEC
595	"Sovereign Medical Group, LLC"	NJ	Healthcare Provider	27800	12/27/2012	"Hacking/IT Incident, Theft"	FALSE	ELEC
596	HP Enterprise Services	KY	Business Associate	1090	12/28/2012	Theft	TRUE	ELEC
597	"Clearpoint Design, Inc."	MA	Business Associate	4343	12/28/2012	Hacking/IT Incident	TRUE	ELEC
598	"Omnicell, Inc."	CA	Business Associate	56820	12/31/2012	Theft	TRUE	ELEC
599	St. Mark's Medical Center	TX	Healthcare Provider	2988	12/31/2012	Hacking/IT Incident	FALSE	ELEC
600	Group Health Incorporated	NY	Health Plan	1771	1/2/2013	Theft	FALSE	HARD
601	"Calvin Schuster,MD"	CA	Healthcare Provider	532	1/4/2013	Theft	FALSE	ELEC
602	"Clearpoint Design, Inc."	MA	Business Associate	4125	1/7/2013	Hacking/IT Incident	TRUE	ELEC
603	University of Nevada School of Medicine	NV	Healthcare Provider	1483	1/8/2013	Improper Disposal	FALSE	HARD
604	WorkflowOne	OH	Business Associate	635	1/8/2013	Unauthorized Access/Disclosure	TRUE	HARD
605	SilverScript Insurance Company	AZ	Health Plan	852	1/8/2013	Unauthorized Access/Disclosure	FALSE	HARD
606	"Clearpoint Design, Inc."	MA	Business Associate	7250	1/10/2013	Hacking/IT Incident	TRUE	ELEC
607	Pousson Family Dentistry	LA	Healthcare Provider	1400	1/10/2013	Theft	FALSE	ELEC
608	"Clearpoint Design, Inc."	MA	Business Associate	4100	1/10/2013	Hacking/IT Incident	TRUE	ELEC
609	"Lee D. Pollan, DMD, PC"	NY	Healthcare Provider	19178	1/11/2013	Theft	FALSE	ELEC
610	Washington University School of Medicine	MO	Healthcare Provider	1105	1/11/2013	Theft	FALSE	ELEC
611	Riderwood Village	MD	Healthcare Provider	3230	1/17/2013	Theft	FALSE	ELEC
612	WAYNE MEMORIAL HOSPITAL	PA	Healthcare Provider	1184	1/18/2013	Loss	FALSE	OTHE
613	Baptist Health System	TX	Healthcare Provider	678	1/22/2013	Unauthorized Access/Disclosure	FALSE	ELEC
614	BlueCross BlueShield of Western New York	NY	Business Associate	725	1/22/2013	Theft	TRUE	HARD
615	The University of Texas MD Anderson Cancer Center	TX	Healthcare Provider	29021	1/24/2013	Theft	FALSE	ELEC
616	"Western Wisconsin Medical Association, S.C. - River Falls Medical Clinics"	WI	Healthcare Provider	2400	1/25/2013	Theft	FALSE	HARD
617	RR Donnelley (a sub-BA for UnitedHealth Group)	IL	Business Associate	8911	1/30/2013	Theft	TRUE	ELEC
618	Kmart Pharmacy #7623	LA	Business Associate	16988	1/31/2013	Improper Disposal	TRUE	HARD
619	Community Services NW	AL	Healthcare Provider	2400	2/2/2013	Theft	FALSE	ELEC
620	LifeGas	GA	Business Associate	1103	2/4/2013	Theft	TRUE	ELEC
621	Yadkinville Chiropractic DCPA	NC	Business Associate	1000	2/6/2013	Theft	TRUE	ELEC
622	West Georgia Ambulance	GA	Healthcare Provider	500	2/11/2013	Loss	FALSE	ELEC
623	"Center for Pain Management, LLC"	MD	Healthcare Provider	5822	2/12/2013	Theft	FALSE	ELEC
624	"Coast Healthcare Management, LLC"	CA	Business Associate	1368	2/12/2013	"Other, Theft"	TRUE	HARD
625	Froedtert Health	WI	Healthcare Provider	43549	2/12/2013	Unauthorized Access/Disclosure	FALSE	OTHE
626	Jackson Health System	FL	Healthcare Provider	566	2/13/2013	Other	FALSE	HARD
627	"Kindred Healthcare, Inc. d/b/a Kindred Transitional Care and Rehabilitation - Marl"	MA	Healthcare Provider	716	2/14/2013	Theft	FALSE	OELE
628	"HomeCare of Mid-Missouri, Inc."	MO	Healthcare Provider	4027	2/14/2013	Theft	FALSE	ELEC
629	Heyman HospiceCare at Floyd	GA	Healthcare Provider	1819	2/15/2013	Theft	FALSE	ELEC
630	ABQ HealthPartners	NM	Healthcare Provider	778	2/17/2013	Theft	FALSE	ELEC
631	Terrell County Health Department	GA	Healthcare Provider	18000	2/18/2013	Unauthorized Access/Disclosure	FALSE	ELEC
632	"DentaQuest of Florida, LLC"	MA	Business Associate	3667	2/19/2013	Unauthorized Access/Disclosure	TRUE	HARD
633	Stronghold Counseling Services Inc	SD	Healthcare Provider	8500	2/21/2013	Theft	FALSE	ELEC
634	Arizona Oncology	AZ	Healthcare Provider	501	2/21/2013	Theft	FALSE	ELEC
635	Crescent Health Inc. - a Walgreens Company	CA	Healthcare Provider	109000	2/22/2013	Theft	FALSE	ELEC
636	"County of San Bernardino, Department of Behavioral Health"	CA	Health Plan	686	2/25/2013	Theft	FALSE	HARD
637	"WOMENS HEALTH ENTERPRISE, INC."	GA	Healthcare Provider	3000	2/27/2013	Theft	FALSE	ELEC
638	Standard Register	OH	Business Associate	2261	3/1/2013	Theft	TRUE	HARD
639	Health Plus Amerigroup	NY	Business Associate	28187	3/1/2013	Theft	TRUE	OELE
640	Plexus Group	IL	Business Associate	500	3/1/2013	Unauthorized Access/Disclosure	TRUE	OTHE
641	South Miami Hospital	FL	Healthcare Provider	834	3/2/2013	Unauthorized Access/Disclosure	FALSE	ELEC
642	Lancaster General Medical Group	PA	Healthcare Provider	527	3/4/2013	Theft	FALSE	HARD
643	Maine Medical Center	ME	Healthcare Provider	1920	3/4/2013	Other	FALSE	EM
644	North Los Angeles County Regional Center 	CA	Business Associate	18162	3/4/2013	Theft	TRUE	ELEC
645	Goold Health System (Goold)	MA	Business Associate	6332	3/6/2013	Loss	TRUE	OELE
646	Sports Rehabilitation Consultants	OH	Healthcare Provider	1200	3/6/2013	Theft	FALSE	ELEC
647	University of Connecticut Health Center	CT	Healthcare Provider	1382	3/8/2013	Unauthorized Access/Disclosure	FALSE	ELEC
648	"United HomeCare Services, Inc."	FL	Healthcare Provider	12299	3/9/2013	Theft	FALSE	ELEC
649	Patterson Dental Supply/Patterson Companies	MN	Business Associate	6400	3/12/2013	Hacking/IT Incident	TRUE	ELEC
650	Connextions c/o Anthem BCBS	IN	Business Associate	1678	3/14/2013	"Theft, Unauthorized Access/Disclosure"	TRUE	ELEC
651	Mount Sinai Medical Center	FL	Healthcare Provider	628	3/15/2013	Theft	FALSE	SEMI
652	"Thomas L. Davis, Jr. DDS"	OR	Healthcare Provider	3269	3/15/2013	Theft	FALSE	ELEC
653	"HealthCare for Women, Inc."	MA	Healthcare Provider	8727	3/20/2013	Hacking/IT Incident	FALSE	ELEC
654	University of Mississippi Medical Center	MS	Healthcare Provider	500	3/21/2013	Loss	FALSE	ELEC
655	Granger Medical Clinic	UT	Healthcare Provider	2600	3/22/2013	"Loss, Other, Theft"	FALSE	HARD
656	Texas Tech Unversity Health Sciences Center	TX	Healthcare Provider	697	3/22/2013	Unauthorized Access/Disclosure	FALSE	HARD
657	Rite Aid #10217	RI	Healthcare Provider	2082	3/29/2013	"Other, Unknown"	FALSE	HARD
658	"Sunil Kakar, Psy.D."	WA	Business Associate	629	3/29/2013	Theft	TRUE	ELEC
659	"QuickRunner, Inc. (dba, RoadRunner Mailing Services)"	CA	Business Associate	2400	3/29/2013	Unauthorized Access/Disclosure	TRUE	HARD
660	"Shands Jacksonville Medical Center, Inc."	FL	Healthcare Provider	1025	4/2/2013	Theft	FALSE	ELEC
661	University of Florida	FL	Healthcare Provider	14519	4/3/2013	"Other, Theft, Unauthorized Access/Disclosure"	FALSE	ELEC
662	Kmart Corporation	IL	Healthcare Provider	12542	4/3/2013	Theft	FALSE	ELEC
663	PORTAL HEALTHCARE SOLUTIONS LLC	VA	Business Associate	2360	4/4/2013	Theft	TRUE	ELEC
664	Hospice and Palliative Care Center of Alamance Caswell	NC	Healthcare Provider	5370	4/4/2013	"Theft, Unauthorized Access/Disclosure"	FALSE	SEMI
665	"Texas Health Care, P.L.L.C."	TX	Healthcare Provider	554	4/5/2013	Theft	FALSE	HARD
666	TMG Health 	PA	Business Associate	3794	4/5/2013	Unauthorized Access/Disclosure	TRUE	HARD
667	Wm. Jennings Bryan Dorn VAMC	SC	Healthcare Provider	7405	4/10/2013	Theft	FALSE	ELEC
668	John J. Pershing VA Medical Center	MO	Healthcare Provider	589	4/11/2013	Theft	FALSE	HARD
669	Oregon Health & Science University	OR	Healthcare Provider	1076	4/11/2013	Theft	FALSE	ELEC
670	Schneck Medical Center	IN	Healthcare Provider	3131	4/12/2013	Unauthorized Access/Disclosure	FALSE	OTHE
671	The Guidance Center of Westchester	NY	Healthcare Provider	1416	4/17/2013	Theft	FALSE	ELEC
672	Hope Hospice	TX	Healthcare Provider	818	4/25/2013	Other	FALSE	EM
673	"IHC Health Services, Inc. dba Intermountain Life Flight"	UT	Healthcare Provider	857	4/26/2013	Unauthorized Access/Disclosure	FALSE	OTHE
674	Valley Mental Health	UT	Healthcare Provider	700	4/26/2013	Theft	FALSE	ELEC
675	ZDI	CA	Business Associate	14829	4/29/2013	Loss	TRUE	HARD
676	Raleigh Orthopaedic Clinic	NC	Healthcare Provider	17300	4/30/2013	"Improper Disposal, Theft, Unauthorized Access/Disclosure"	FALSE	HARD
677	Laboratory Corporation of America	NC	Healthcare Provider	1580	5/1/2013	Theft	FALSE	ELEC
678	"Arizona Counseling & Treatment Services, LLC"	AZ	Healthcare Provider	3800	5/1/2013	Theft	FALSE	OELE
679	Wood County Hospital	OH	Healthcare Provider	2500	5/3/2013	Theft	FALSE	OTHE
680	University of Rochester Medical Center & Affiliates	NY	Healthcare Provider	537	5/6/2013	Loss	FALSE	OELE
681	AssuranceMD f/k/a Harbor Group	PA	Business Associate	22000	5/7/2013	Theft	TRUE	OELE
682	Digital Archive Management	TX	Business Associate	189489	5/7/2013	Improper Disposal	TRUE	HARD
683	Seattle - King County Department of Public Health	WA	Healthcare Provider	750	5/7/2013	Improper Disposal	FALSE	HARD
684	Regional Medical Center	TN	Healthcare Provider	1180	5/7/2013	Unauthorized Access/Disclosure	FALSE	EM
685	"E-dreamz, Inc."	NC	Business Associate	9988	5/8/2013	Hacking/IT Incident	TRUE	ELEC
686	"North Atlantic Telecom, Inc."	TN	Business Associate	539	5/8/2013	Other	TRUE	ELEC
687	"E-dreamz, Inc."	NC	Business Associate	1924	5/10/2013	Hacking/IT Incident	TRUE	ELEC
688	Indiana University Health Arnett	IN	Healthcare Provider	10350	5/13/2013	Theft	FALSE	ELEC
689	"Dent Neurologic Group, LLP"	NY	Healthcare Provider	10000	5/14/2013	Other	FALSE	EM
690	City of Norwood	OH	Healthcare Provider	9577	5/20/2013	Loss	FALSE	ELEC
691	Lutheran Social Services of South Central Pennsylvania	PA	Healthcare Provider	7803	5/20/2013	Hacking/IT Incident	FALSE	ELEC
692	Just the Connection Inc	IN	Business Associate	5388	5/20/2013	Improper Disposal	TRUE	OTHE
693	Erskine Family Dentistry	IN	Healthcare Provider	2723	5/21/2013	Hacking/IT Incident	FALSE	ELEC
694	Health Resources of Arkansas	AR	Healthcare Provider	1900	5/23/2013	"Theft, Unauthorized Access/Disclosure"	FALSE	OTHE
695	SynerMed / Inland Valleys IPA	CA	Business Associate	3164	5/24/2013	Theft	TRUE	ELEC
696	Independence Care System	NY	Health Plan	2434	5/24/2013	Theft	FALSE	ELEC
697	Sonoma Valley Hospital	CA	Healthcare Provider	1386	5/24/2013	Other	FALSE	OTHE
698	Bon Secours Mary Immaculate Hospital	VA	Healthcare Provider	5764	5/29/2013	Theft	FALSE	ELEC
699	University of Florida	FL	Healthcare Provider	5875	5/30/2013	"Theft, Unauthorized Access/Disclosure"	FALSE	ELEC
700	"Community Support Services, Inc."	OH	Healthcare Provider	1167	6/3/2013	Theft	FALSE	EM
701	UMASSAmherst	MA	Healthcare Provider	1670	6/5/2013	Hacking/IT Incident	FALSE	ELEC
702	Palm Beach County Health Department	FL	Healthcare Provider	877	6/11/2013	Unauthorized Access/Disclosure	FALSE	ELEC
703	Lucile Packard Children's Hospital	CA	Healthcare Provider	12900	6/13/2013	Theft	FALSE	ELEC
704	Fayetteville VAMC	NC	Healthcare Provider	1093	6/14/2013	Theft	FALSE	HARD
705	Lincoln County Health and Human Services/Lincoln Community Health Center	OR	Healthcare Provider	959	6/14/2013	Unauthorized Access/Disclosure	FALSE	HARD
706	Union Security Insurance Company	MO	Health Plan	1127	6/17/2013	Improper Disposal	FALSE	EM
707	"Gulf Breeze Family Eyecare, Inc"	FL	Healthcare Provider	9626	6/17/2013	"Theft, Unauthorized Access/Disclosure"	FALSE	SEMI
708	Jacksonville Spine Center	FL	Healthcare Provider	5200	6/24/2013	Theft	FALSE	HARD
709	Iowa Department of Human Services	IA	Healthcare Provider	7335	6/26/2013	"Loss, Unknown"	FALSE	OTHE
710	James A. Fosnaugh	NE	Healthcare Provider	2125	6/26/2013	Loss	FALSE	OELE
711	Lone Star Circle of Care	TX	Healthcare Provider	1955	6/28/2013	Theft	FALSE	ELEC
712	Alberto Gerardo Vazquez Rivera	PR	Business Associate	679	6/28/2013	Theft	TRUE	ELEC
713	RCR Technology Corporation	IN	Business Associate	187533	7/1/2013	Other	TRUE	HARD
714	CVS Caremark	AZ	Business Associate	4305	7/2/2013	Theft	TRUE	HARD
715	"Health Net, Inc."	CA	Health Plan	8331	7/2/2013	Other	FALSE	HARD
716	"South Florida Neurology Associates, P.A."	FL	Healthcare Provider	900	7/3/2013	Theft	FALSE	ELEC
717	Samaritan Regional Health System	OH	Healthcare Provider	2203	7/3/2013	Theft	FALSE	HARD
718	MED-EL Coproration	NC	Healthcare Provider	609	7/5/2013	Other	FALSE	EM
719	Nelson Family of Companies	CA	Business Associate	4479	7/5/2013	Unauthorized Access/Disclosure	TRUE	EM
720	Family Health Network	IL	Business Associate	3133	7/8/2013	Other	TRUE	HARD
721	ZDI	CA	Business Associate	4718	7/10/2013	Loss	TRUE	HARD
722	"Medtronic, Inc."	MN	Healthcare Provider	2764	7/10/2013	Theft	FALSE	HARD
723	Shred-it International Inc.	TX	Business Associate	277014	7/11/2013	Improper Disposal	TRUE	OTHE
724	Long Beach Memorial Medical Center	CA	Healthcare Provider	2864	7/11/2013	Unauthorized Access/Disclosure	FALSE	ELEC
725	People Resource Corporation	MO	Business Associate	4560	7/15/2013	Unauthorized Access/Disclosure	TRUE	OTHE
726	Harris County	TX	Health Plan	21000	7/16/2013	Unauthorized Access/Disclosure	FALSE	ELEC
727	Jesle Kuizon	CA	Business Associate	800	7/18/2013	"Hacking/IT Incident, Theft, Unauthorized Access/Disclosure"	TRUE	ELEC
728	"GEO Care, LLC"	FL	Healthcare Provider	710	7/19/2013	Theft	FALSE	ELEC
729	The Brookdale Hospital and Medical Center	NY	Healthcare Provider	2700	7/20/2013	Loss	FALSE	OELE
730	Louisiana State University Health Care Services Division	LA	Healthcare Provider	6994	7/22/2013	Unauthorized Access/Disclosure	FALSE	ELEC
731	Oregon Health & Science University	OR	Healthcare Provider	1361	7/28/2013	Unauthorized Access/Disclosure	FALSE	OTHE
732	"Rocky Mountain Spine Clinic, P.C."	CO	Healthcare Provider	532	7/31/2013	"Theft, Unauthorized Access/Disclosure"	FALSE	ELEC
733	"Vitreo-Retinal Medical Group, Inc. "	CA	Healthcare Provider	1837	8/2/2013	Theft	FALSE	ELEC
734	Health Resources of Arkansas	AR	Business Associate	1911	8/5/2013	Theft	TRUE	ELEC
735	Baylor All Saints Medical Center at Fort Worth	TX	Healthcare Provider	940	8/5/2013	Unauthorized Access/Disclosure	FALSE	OELE
736	M2ComSys Inc.	NV	Business Associate	32151	8/8/2013	Unauthorized Access/Disclosure	TRUE	ELEC
737	Young Family Medicine Inc.	OH	Healthcare Provider	2045	8/12/2013	Theft	FALSE	ELEC
738	Hancock OB/GYN	IN	Healthcare Provider	1396	8/12/2013	Unauthorized Access/Disclosure	FALSE	ELEC
739	Anthem BCBS of GA	IN	Business Associate	5497	8/13/2013	Theft	TRUE	OTHE
740	"InfoCrossing, Inc."	MO	Business Associate	1357	8/13/2013	Unauthorized Access/Disclosure	TRUE	HARD
741	Foundations Recovery Network	TN	Healthcare Provider	5690	8/15/2013	Theft	FALSE	ELEC
742	California Correctional Health Care Services	CA	Healthcare Provider	1033	8/16/2013	Other	FALSE	HARD
743	North Texas Comprehensive Spine & Pain Center	TX	Healthcare Provider	3200	8/19/2013	"Loss, Theft"	FALSE	OELE
744	Minne-Tohe Health Center/Elbowoods Memorial Health Center	ND	Health Plan	10000	8/21/2013	"Improper Disposal, Unauthorized Access/Disclosure"	FALSE	OELE
745	Jackson Health System	FL	Healthcare Provider	1471	8/22/2013	Other	FALSE	HARD
746	"Advocate Health and Hospitals Corporation, d/b/a Advocate Medical Group"	IL	Healthcare Provider	4029530	8/23/2013	Theft	FALSE	ELEC
747	"Summit Community Care Clinic, Inc."	CO	Healthcare Provider	921	8/27/2013	Hacking/IT Incident	FALSE	ELEC
748	UT Physicians	TX	Healthcare Provider	596	8/28/2013	"Loss, Theft"	FALSE	ELEC
749	"Cogent Healthcare, Inc."	TN	Business Associate	32000	8/30/2013	Theft	TRUE	ELEC
750	Atlanta Center for Reproductive Medicine	GA	Healthcare Provider	654	8/30/2013	Other	FALSE	EM
751	St. Anthony's Physician Organization	MO	Healthcare Provider	2600	8/30/2013	Theft	FALSE	OELE
752	Janna Benkelman LPC LLC	CO	Healthcare Provider	1500	9/3/2013	Theft	FALSE	ELEC
753	Olson & White Orthodontics	MO	Healthcare Provider	10000	9/3/2013	Theft	FALSE	ELEC
754	Kaiser Foundation Health Plan of the Northwest	OR	Health Plan	647	9/3/2013	Unauthorized Access/Disclosure	FALSE	ELEC
755	"Hankyu Chung, M.D."	CA	Healthcare Provider	2182	9/6/2013	Theft	FALSE	ELEC
756	"ICS Collection Service, Inc."	IL	Business Associate	1290	9/6/2013	Hacking/IT Incident	TRUE	OTHE
757	PHMHS	PR	Business Associate	5000	9/11/2013	Theft	TRUE	ELEC
758	"NHC HealthCare, Oak Ridge"	TN	Healthcare Provider	4268	9/13/2013	Loss	FALSE	OTHE
759	"NHC HealthCare, Mauldin"	SC	Healthcare Clearing House	4204	9/13/2013	Improper Disposal	FALSE	OTHE
760	Blackhawk Consulting Group	GA	Business Associate	2029	9/13/2013	Hacking/IT Incident	TRUE	ELEC
761	Blackhawk Consulting Group	GA	Business Associate	998	9/13/2013	Hacking/IT Incident	TRUE	ELEC
762	"South Shore Physicians, PC"	NY	Healthcare Provider	8000	9/16/2013	Theft	FALSE	ELEC
763	Dermatology Associates of Tallahassee	FL	Healthcare Provider	915	9/16/2013	Unknown	FALSE	OTHE
